categoryid,parentid,root_categoryid,depth,view_session_count,cart_session_count,converted_session_count,viewing_visitor_count,distinct_transaction_count,session_conversion_rate,conversion_wilson_low_95,conversion_wilson_high_95,sibling_conversion_median,sibling_conversion_gap,category_opportunity_score,meets_sample_threshold,is_opportunity_candidate,eligible_sibling_count,data_origin
895,1499,653,3,1214,33,19,1070,23,0.015650741350906095,0.010042082680392285,0.024314982861793816,0.013266998341625208,-0.0023837430092808875,0.0,true,false,3,real
348,1499,653,3,458,2,1,400,1,0.002183406113537118,0.0003855288244800128,0.012262661824341797,0.013266998341625208,0.01108359222808809,5.076285240464345,true,false,3,real
599,1499,653,3,603,16,8,544,9,0.013266998341625208,0.006737591066471591,0.025958689868672558,0.013266998341625208,0.0,0.0,true,false,3,real
968,1600,1600,1,41,1,0,35,0,0.0,0.0,0.08566757018443186,0.026730637422892393,0.026730637422892393,1.0959561343385882,false,false,1,real
1302,1600,1600,1,1459,80,39,1226,48,0.026730637422892393,0.01961501224586869,0.03633189733015101,0.026730637422892393,0.0,0.0,true,false,1,real
1684,1600,1600,1,47,1,0,30,0,0.0,0.0,0.07555760416399632,0.026730637422892393,0.026730637422892393,1.2563399588759425,false,false,1,real
142,9,653,3,441,6,3,386,3,0.006802721088435374,0.0023161812347537235,0.01980733856212969,0.006802721088435374,0.0,0.0,true,false,3,real
916,9,653,3,93,0,0,86,0,0.0,0.0,0.03966750261173514,0.006802721088435374,0.006802721088435374,0.6326530612244897,false,false,3,real
1189,9,653,3,140,11,3,131,4,0.02142857142857143,0.00731400325677859,0.06110478852537385,0.006802721088435374,-0.014625850340136054,0.0,false,false,3,real
570,9,653,3,440,5,2,384,4,0.004545454545454545,0.001247413909427542,0.01641983790956481,0.006802721088435374,0.0022572665429808287,0.9931972789115646,true,false,3,real
1295,9,653,3,1065,20,8,923,8,0.007511737089201878,0.00381114128652092,0.014752377799449223,0.006802721088435374,-0.0007090160007665039,0.0,true,false,3,real
625,9,653,3,68,0,0,65,0,0.0,0.0,0.053471336520070537,0.006802721088435374,0.006802721088435374,0.4625850340136054,false,false,3,real
1573,14,1600,3,1472,45,13,1269,16,0.008831521739130434,0.0051684269482476595,0.01505153546190149,0.008902077151335312,7.055541220487779e-05,0.10385756676558011,true,false,5,real
1415,14,1600,3,2868,119,48,2337,53,0.016736401673640166,0.012646766689947886,0.022118891600149182,0.008902077151335312,-0.007834324522304854,0.0,true,false,5,real
892,14,1600,3,337,9,3,281,3,0.008902077151335312,0.0030320375609572295,0.02584196988738962,0.008902077151335312,0.0,0.0,true,false,5,real
1117,14,1600,3,4524,160,59,3644,65,0.013041556145004421,0.010124387806922342,0.016785003771560298,0.008902077151335312,-0.004139478993669109,0.0,true,false,5,real
789,14,1600,3,5107,29,4,4676,4,0.0007832386919913843,0.00030462706414205123,0.002012302333121329,0.008902077151335312,0.008118838459343927,41.46290801186944,true,false,5,real
1470,44,1698,3,10,0,0,10,0,0.0,0.0,0.2775327998628892,,,0.0,false,false,0,real
555,104,140,3,11,4,1,11,4,0.09090909090909091,0.01623217288588484,0.37735843645159567,0.009468700683850605,-0.0814403902252403,0.0,false,false,1,real
124,104,140,3,3802,94,36,3332,39,0.009468700683850605,0.006847420108474794,0.01308022523390237,0.009468700683850605,0.0,0.0,true,false,1,real
1138,104,140,3,1,0,0,1,0,0.0,0.0,0.7934506856227626,0.009468700683850605,0.009468700683850605,0.009468700683850605,false,false,1,real
680,114,1224,3,139,5,2,126,2,0.014388489208633094,0.00395475243695202,0.05094148627016832,0.015113350125944584,0.0007248609173114897,0.10075566750629707,false,false,3,real
1097,114,1224,3,33,1,0,31,0,0.0,0.0,0.10426999754245206,0.015113350125944584,0.015113350125944584,0.49874055415617125,false,false,3,real
577,114,1224,3,470,9,3,403,5,0.006382978723404255,0.002173114606578109,0.018596403630993883,0.015113350125944584,0.008730371402540328,4.103274559193954,true,false,3,real
1646,114,1224,3,1191,66,18,966,24,0.015113350125944584,0.009581025217015609,0.023763531524443264,0.015113350125944584,0.0,0.0,true,false,3,real
904,114,1224,3,151,6,3,138,3,0.019867549668874173,0.006779402255090322,0.05677889082512731,0.015113350125944584,-0.004754199542929589,0.0,false,false,3,real
133,114,1224,3,555,30,12,470,12,0.021621621621621623,0.012410935312061331,0.03740902414378702,0.015113350125944584,-0.006508271495677039,0.0,true,false,3,real
270,143,1482,2,351,0,0,329,0,0.0,0.0,0.010825845529609501,0.009259602007545262,0.009259602007545262,3.250120304648387,true,false,8,real
921,143,1482,2,3730,111,46,3104,53,0.012332439678284183,0.00925881103500305,0.016409514703434956,0.009259602007545262,-0.003072837670738921,0.0,true,false,8,real
366,143,1482,2,1396,65,18,1242,23,0.012893982808022923,0.008171464666471872,0.020289943280581528,0.009259602007545262,-0.003634380800477661,0.0,true,false,8,real
263,143,1482,2,602,26,5,549,6,0.008305647840531562,0.0035527444423267877,0.01929392380589336,0.009259602007545262,0.0009539541670136997,0.5742804085422472,true,false,8,real
464,143,1482,2,677,19,10,586,12,0.014771048744460856,0.008042780079462717,0.02697485656973698,0.009259602007545262,-0.005511446736915594,0.0,true,false,8,real
936,143,1482,2,5385,199,55,4668,69,0.01021355617455896,0.007855615917771699,0.013269789179153798,0.009259602007545262,-0.0009539541670136979,0.0,true,false,8,real
545,143,1482,2,409,16,2,350,2,0.004889975550122249,0.0013420335593664998,0.017651840852117545,0.009259602007545262,0.004369626457423012,1.787177221086012,true,false,8,real
1634,143,1482,2,2145,55,10,1838,15,0.004662004662004662,0.0025342962199610937,0.008560733021413726,0.009259602007545262,0.0045975973455406,9.861846306184587,true,false,8,real
1506,213,1532,3,23,3,0,22,0,0.0,0.0,0.14311661845042686,0.04477251624883937,0.04477251624883937,1.0297678737233056,false,false,2,real
692,213,1532,3,18,0,0,16,0,0.0,0.0,0.17587922364665765,0.04477251624883937,0.04477251624883937,0.8059052924791087,false,false,2,real
1016,213,1532,3,44,0,0,44,0,0.0,0.0,0.08029560375848066,0.04477251624883937,0.04477251624883937,1.9699907149489324,false,false,2,real
1455,213,1532,3,359,26,13,313,17,0.036211699164345405,0.021282388592558817,0.060961407134877396,0.04477251624883937,0.008560817084493966,3.0733333333333337,true,false,2,real
797,213,1532,3,225,27,12,203,13,0.05333333333333334,0.030768821158388752,0.09089383107329867,0.04477251624883937,-0.008560817084493966,0.0,true,false,2,real
747,287,1600,2,32,11,1,30,3,0.03125,0.005537860164003125,0.15744263820012558,,,0.0,false,false,0,real
1088,287,1600,2,80,3,1,73,1,0.0125,0.0022099755204522758,0.06746270077668665,,,0.0,false,false,0,real
339,287,1600,2,8,2,0,8,0,0.0,0.0,0.32440756488388023,,,0.0,false,false,0,real
800,383,1579,3,150,0,0,142,0,0.0,0.0,0.0249702443680766,,,0.0,false,false,0,real
1609,383,1579,3,51,0,0,46,0,0.0,0.0,0.07004661989853143,,,0.0,false,false,0,real
1244,500,1532,2,4540,166,68,3965,76,0.014977973568281937,0.011832578973034079,0.018943463740610355,0.005950572950787273,-0.009027400617494664,0.0,true,false,4,real
342,500,1532,2,26352,933,173,22614,230,0.006564966605950212,0.005659257672177341,0.007614515406451125,0.005950572950787273,-0.0006143936551629391,0.0,true,false,4,real
565,500,1532,2,2805,24,7,2492,8,0.0024955436720142605,0.0012093721891747798,0.005142520248422945,0.005950572950787273,0.0034550292787730126,9.6913571269583,true,false,4,real
48,500,1532,2,15929,385,85,13990,105,0.005336179295624333,0.004317934493297156,0.00659295414323368,0.005950572950787273,0.0006143936551629399,9.78667653309047,true,false,4,real
498,506,250,2,1304,36,17,1129,17,0.01303680981595092,0.008155326542515644,0.020778959463998097,0.01303680981595092,0.0,0.0,true,false,1,real
1350,513,1057,2,28,3,0,27,0,0.0,0.0,0.12064330476584562,,,0.0,false,false,0,real
1391,513,1057,2,55,2,0,45,0,0.0,0.0,0.06528490111708637,,,0.0,false,false,0,real
1163,561,395,2,4027,246,128,3290,216,0.03178544822448473,0.02679766759118766,0.03766566133783356,0.007157343511911109,-0.024628104712573623,0.0,true,false,6,real
1483,561,395,2,40088,1008,280,34891,351,0.006984633805627619,0.0062152945247947455,0.00784845107291818,0.007157343511911109,0.00017270970628349008,6.923586705492551,true,false,6,real
694,561,395,2,1292,54,16,1138,19,0.01238390092879257,0.007636972069704427,0.020021858087892433,0.007157343511911109,-0.005226557416881461,0.0,true,false,6,real
222,561,395,2,16,0,0,15,0,0.0,0.0,0.1936076805344365,0.007157343511911109,0.007157343511911109,0.11451749619057774,false,false,6,real
411,561,395,2,2901,103,14,2502,26,0.004825922095829024,0.0028769193371232103,0.008084594147203436,0.007157343511911109,0.0023314214160820848,6.763453528054128,true,false,6,real
452,561,395,2,741,20,2,676,2,0.002699055330634278,0.000740490644050391,0.009787197802709124,0.007157343511911109,0.004458288181276832,3.3035915423261324,true,false,6,real
707,561,395,2,9959,477,73,8497,98,0.007330053218194598,0.005834287643289266,0.009205744805288003,0.007157343511911109,-0.00017270970628348922,0.0,true,false,6,real
960,594,1532,3,25,0,0,24,0,0.0,0.0,0.1331922509390485,0.019622641509433963,0.019622641509433963,0.49056603773584906,false,false,3,real
686,594,1532,3,4145,248,118,3628,147,0.028468033775633294,0.02382534875953582,0.033983912259772674,0.019622641509433963,-0.00884539226619933,0.0,true,false,3,real
1493,594,1532,3,2650,154,52,2434,69,0.019622641509433963,0.0149953894218166,0.025640594488321112,0.019622641509433963,0.0,0.0,true,false,3,real
1083,594,1532,3,433,16,8,390,9,0.018475750577367205,0.00939102560388621,0.03602924854833945,0.019622641509433963,0.0011468909320667582,0.4966037735849063,true,false,3,real
978,747,1600,3,199,26,4,168,5,0.020100502512562814,0.007843781102347626,0.05053412097713616,,,0.0,false,false,0,real
173,788,1490,2,1670,25,0,1522,0,0.0,0.0,0.002294995622465121,0.0,0.0,0.0,true,false,1,real
1414,854,1482,2,14,0,0,14,0,0.0,0.0,0.2153108027376358,0.011611833010782417,0.011611833010782417,0.16256566215095383,false,false,5,real
1581,854,1482,2,310,12,6,269,7,0.01935483870967742,0.008899944486838576,0.041576047054306946,0.011611833010782417,-0.007743005698895003,0.0,true,false,5,real
1,854,1482,2,3617,185,42,3134,52,0.011611833010782417,0.00860226473782506,0.015657692462649562,0.011611833010782417,0.0,0.0,true,false,5,real
320,854,1482,2,932,40,7,808,9,0.0075107296137339056,0.0036428770760435674,0.015421739748238978,0.011611833010782417,0.004101103397048511,3.8222283660492127,true,false,5,real
1286,854,1482,2,1037,123,15,852,26,0.01446480231436837,0.008785195040188714,0.023728362652870087,0.011611833010782417,-0.0028529693035859536,0.0,true,false,5,real
737,854,1482,2,846,10,3,788,3,0.0035460992907801418,0.0012067108869496064,0.010373635916030442,0.011611833010782417,0.008065733720002275,6.823610727121925,true,false,5,real
120,897,140,3,1747,73,33,1522,38,0.018889524899828276,0.013481659252044682,0.026408565227638875,0.01713866970714017,-0.0017508551926881041,0.0,true,false,4,real
1540,897,140,3,415,13,0,371,0,0.0,0.0,0.009171629837003916,0.01713866970714017,0.01713866970714017,7.112547928463171,true,false,4,real
1098,897,140,3,4809,279,74,4122,90,0.01538781451445207,0.012275660922895079,0.019273572543419916,0.01713866970714017,0.0017508551926881024,8.419862621637085,true,false,4,real
1317,897,140,3,3771,234,86,3239,107,0.022805621850967912,0.01850431408645473,0.028078161161559822,0.01713866970714017,-0.005666952143827741,0.0,true,false,4,real
817,949,1579,3,16,0,0,13,0,0.0,0.0,0.1936076805344365,,,0.0,false,false,0,real
1115,949,1579,3,22,0,0,17,0,0.0,0.0,0.14865487460862087,,,0.0,false,false,0,real
298,949,1579,3,5,0,0,4,0,0.0,0.0,0.43448246478317476,,,0.0,false,false,0,real
981,949,1579,3,5,0,0,5,0,0.0,0.0,0.43448246478317476,,,0.0,false,false,0,real
1274,1031,395,3,4,0,0,4,0,0.0,0.0,0.4898908364545973,0.010025062656641603,0.010025062656641603,0.040100250626566414,false,false,1,real
516,1031,395,3,399,12,4,354,4,0.010025062656641603,0.003905263756865274,0.02548957275117347,0.010025062656641603,0.0,0.0,true,false,1,real
684,1041,1600,4,1177,83,23,933,29,0.01954120645709431,0.01305615136272706,0.029152274203962283,0.009541017846433814,-0.010000188610660495,0.0,true,false,4,real
1392,1041,1600,4,330,8,2,281,3,0.006060606060606061,0.0016636132453936828,0.021824957791871533,0.009541017846433814,0.0034804117858277537,1.1485358893231588,true,false,4,real
958,1041,1600,4,1944,65,20,1657,22,0.0102880658436214,0.006669782189808241,0.015837931988961523,0.009541017846433814,-0.0007470479971875849,0.0,true,false,4,real
394,1041,1600,4,796,40,7,690,7,0.008793969849246231,0.004266203789917552,0.018040040308756715,0.009541017846433814,0.0007470479971875832,0.5946502057613162,true,false,4,real
631,1120,250,2,37,0,0,35,0,0.0,0.0,0.0940578258372025,,,0.0,false,false,0,real
672,1120,250,2,7,0,0,7,0,0.0,0.0,0.3543304350666874,,,0.0,false,false,0,real
552,1120,250,2,10,0,0,9,0,0.0,0.0,0.2775327998628892,,,0.0,false,false,0,real
579,1371,140,5,613,43,15,538,21,0.024469820554649267,0.014884132784885366,0.03997835795202747,0.024469820554649267,0.0,0.0,true,false,1,real
1422,1371,140,5,108,1,0,103,0,0.0,0.0,0.034347359746557025,0.024469820554649267,0.024469820554649267,2.642740619902121,false,false,1,real
482,1374,395,3,1,0,0,1,0,0.0,0.0,0.7934506856227626,,,0.0,false,false,0,real
917,1374,395,3,39,0,0,37,0,0.0,0.0,0.08966685370757144,,,0.0,false,false,0,real
277,1398,1482,2,385,9,6,345,6,0.015584415584415584,0.007161541865270896,0.03357860675144097,0.008078754244619558,-0.007505661339796027,0.0,true,false,4,real
1619,1398,1482,2,657,6,1,628,3,0.0015220700152207,0.0002687332789940888,0.00857069218792276,0.008078754244619558,0.006556684229398858,4.3077415387150495,true,false,4,real
1663,1398,1482,2,3704,73,22,3245,25,0.005939524838012959,0.003925717246644551,0.00897706172921556,0.008078754244619558,0.0021392294066065985,7.923705722070841,true,false,4,real
1480,1398,1482,2,1468,22,15,1360,16,0.010217983651226158,0.006201943560149177,0.016790654329985968,0.008078754244619558,-0.0021392294066066003,0.0,true,false,4,real
25,1490,1490,1,33,0,0,33,0,0.0,0.0,0.10426999754245206,,,0.0,false,false,0,real
798,1490,1490,1,43,0,0,36,0,0.0,0.0,0.08200980322579117,,,0.0,false,false,0,real
855,1591,1579,2,163,0,0,156,0,0.0,0.0,0.023024605801502687,,,0.0,false,false,0,real
925,1591,1579,2,2,0,0,2,0,0.0,0.0,0.6576197724933469,,,0.0,false,false,0,real
910,1591,1579,2,42,0,0,40,0,0.0,0.0,0.08379879086570392,,,0.0,false,false,0,real
1262,1658,1394,3,946,0,0,867,0,0.0,0.0,0.0040443158013586935,0.0,0.0,0.0,true,false,2,real
41,1658,1394,3,628,0,0,576,0,0.0,0.0,0.00607978277947137,0.0,0.0,0.0,true,false,2,real
208,33,1224,2,935,33,15,808,15,0.016042780748663103,0.009745887729561063,0.026300090537316245,0.012552301255230125,-0.003490479493432978,0.0,true,false,3,real
151,33,1224,2,108,8,5,95,6,0.046296296296296294,0.01993481541494294,0.1038248258365625,0.012552301255230125,-0.03374399504106617,0.0,false,false,3,real
839,33,1224,2,202,13,2,167,2,0.009900990099009901,0.0027194212346266016,0.03537523115279512,0.012552301255230125,0.002651311156220224,0.5355648535564853,true,false,3,real
269,33,1224,2,478,19,6,371,6,0.012552301255230125,0.005765185375945777,0.0271117257546698,0.012552301255230125,0.0,0.0,true,false,3,real
1406,203,378,3,1,0,0,1,0,0.0,0.0,0.7934506856227626,,,0.0,false,false,0,real
1109,203,378,3,16,1,0,14,0,0.0,0.0,0.1936076805344365,,,0.0,false,false,0,real
401,203,378,3,1,0,0,1,0,0.0,0.0,0.7934506856227626,,,0.0,false,false,0,real
1218,203,378,3,25,1,0,22,0,0.0,0.0,0.1331922509390485,,,0.0,false,false,0,real
1477,206,1532,3,8225,130,6,7308,14,0.000729483282674772,0.0003343702626044761,0.0015907438497488834,0.0032021092923020375,0.0024726260096272655,20.33734892918426,true,false,4,real
887,206,1532,3,21,0,0,21,0,0.0,0.0,0.154639018924847,0.0032021092923020375,0.0032021092923020375,0.06724429513834279,false,false,4,real
517,206,1532,3,1027,16,5,958,5,0.004868549172346641,0.002081292318547598,0.011346047746460136,0.0032021092923020375,-0.0016664398800446036,0.0,true,false,4,real
414,206,1532,3,1849,166,23,1545,39,0.012439156300703082,0.008303078572019588,0.01859693415352546,0.0032021092923020375,-0.009237047008401045,0.0,true,false,4,real
64,206,1532,3,7163,174,11,6540,17,0.001535669412257434,0.0008577314555030736,0.0027479655547034765,0.0032021092923020375,0.0016664398800446034,11.936708860759493,true,false,4,real
1238,265,1600,3,52,2,0,47,1,0.0,0.0,0.06879223612386234,,,0.0,false,false,0,real
1523,265,1600,3,90,15,2,87,6,0.022222222222222223,0.006115441986325203,0.07744526688625372,,,0.0,false,false,0,real
16,585,140,4,136,0,0,119,0,0.0,0.0,0.027470099733582408,,,0.0,false,false,0,real
210,585,140,4,40,0,0,38,0,0.0,0.0,0.08762160119728664,,,0.0,false,false,0,real
584,709,1490,3,445,14,4,405,5,0.008988764044943821,0.003500949309415359,0.022881325741126758,0.012103077674645824,0.003114313629702003,1.3858695652173914,true,false,2,real
1599,709,1490,3,460,12,7,350,7,0.015217391304347827,0.007390429156636632,0.03107413342484457,0.012103077674645824,-0.003114313629702003,0.0,true,false,2,real
902,866,803,2,1,0,0,1,0,0.0,0.0,0.7934506856227626,0.005723905723905724,0.005723905723905724,0.005723905723905724,false,false,2,real
1545,866,803,2,495,17,2,425,4,0.00404040404040404,0.0011087247106925874,0.01461061593760083,0.005723905723905724,0.0016835016835016836,0.8333333333333334,true,false,2,real
1082,866,803,2,96,4,1,91,1,0.010416666666666666,0.0018411702168162514,0.056666176227157854,0.005723905723905724,-0.004692760942760942,0.0,false,false,2,real
888,866,803,2,36,2,1,32,1,0.027777777777777776,0.004920407139810455,0.14169718653273855,0.005723905723905724,-0.02205387205387205,0.0,false,false,2,real
1635,866,803,2,270,4,2,222,2,0.007407407407407408,0.0020337342875902985,0.02660129729040226,0.005723905723905724,-0.0016835016835016836,0.0,true,false,2,real
254,866,803,2,155,6,3,143,3,0.01935483870967742,0.0066038767216294765,0.0553538696612183,0.005723905723905724,-0.013630932985771695,0.0,false,false,2,real
717,866,803,2,24,0,0,20,0,0.0,0.0,0.1379762046749802,0.005723905723905724,0.005723905723905724,0.13737373737373737,false,false,2,real
1320,879,1482,2,1790,35,6,1644,7,0.0033519553072625698,0.001537108946448532,0.007293916082434791,0.004796163069544364,0.0014442077622817944,2.585131894484412,true,false,5,real
956,879,1482,2,632,9,1,573,1,0.0015822784810126582,0.0002793656305108685,0.008907608165643252,0.004796163069544364,0.003213884588531706,2.031175059952038,true,false,5,real
1002,879,1482,2,2301,54,13,2079,14,0.005649717514124294,0.003304736234273056,0.009642557258079752,0.004796163069544364,-0.0008535544445799296,0.0,true,false,5,real
1530,879,1482,2,733,16,5,642,7,0.0068212824010914054,0.002917060654777433,0.015867792796394022,0.004796163069544364,-0.0020251193315470413,0.0,true,false,5,real
1256,879,1482,2,1251,26,6,1124,7,0.004796163069544364,0.0021999226445773828,0.010424348500864369,0.004796163069544364,0.0,0.0,true,false,5,real
1514,920,140,2,237,6,3,213,3,0.012658227848101266,0.004314107333941038,0.03654870286860414,0.012658227848101266,0.0,0.0,true,false,3,real
1035,920,140,2,1918,77,38,1529,45,0.01981230448383733,0.014468289303869342,0.027075959028502204,0.012658227848101266,-0.007154076635736065,0.0,true,false,3,real
1450,920,140,2,54,1,1,50,1,0.018518518518518517,0.0032764877182290594,0.09771437488781932,0.012658227848101266,-0.005860290670417252,0.0,false,false,3,real
346,920,140,2,1,0,0,1,0,0.0,0.0,0.7934506856227626,0.012658227848101266,0.012658227848101266,0.012658227848101266,false,false,3,real
799,920,140,2,5529,205,65,4785,78,0.011756194610236933,0.009234886452401867,0.014955479350926603,0.012658227848101266,0.0009020332378643324,4.987341772151894,true,false,3,real
1541,968,1600,2,120,29,4,109,7,0.03333333333333333,0.0130375510983506,0.08258033755910599,0.012010882867287902,-0.02132245046604543,0.0,false,false,2,real
434,968,1600,2,2369,328,37,1993,84,0.01561840439003799,0.011352326573856035,0.021452839793804045,0.012010882867287902,-0.0036075215227500887,0.0,true,false,2,real
1496,968,1600,2,238,20,2,160,6,0.008403361344537815,0.0023075379030603155,0.030116426370608462,0.012010882867287902,0.003607521522750087,0.8585901224145207,true,false,2,real
1077,1081,1224,2,71,5,2,59,2,0.028169014084507043,0.007759263582683524,0.0970150011664947,0.022881532709680526,-0.005287481374826517,0.0,false,false,2,real
1050,1081,1224,2,11,0,0,11,0,0.0,0.0,0.2588329669680317,0.022881532709680526,0.022881532709680526,0.25169685980648576,false,false,2,real
219,1081,1224,2,307,11,8,259,8,0.026058631921824105,0.01326222631177476,0.05056921655936258,0.022881532709680526,-0.0031770992121435797,0.0,true,false,2,real
1611,1081,1224,2,199,6,2,168,2,0.010050251256281407,0.002760482210699304,0.03589758535736006,0.022881532709680526,0.012831281453399119,2.553425009226425,false,false,2,real
1476,1081,1224,2,203,12,4,182,4,0.019704433497536946,0.007688696710442179,0.04956026531200808,0.022881532709680526,0.0031770992121435797,0.6449511400651466,true,false,2,real
650,1416,378,2,272,6,0,253,2,0.0,0.0,0.013926328685751324,0.0031620553359683794,0.0031620553359683794,0.8600790513833992,true,false,3,real
1513,1416,378,2,194,5,3,185,3,0.015463917525773196,0.005272823185712135,0.044471345096091464,0.0031620553359683794,-0.012301862189804818,0.0,false,false,3,real
1397,1416,378,2,85,0,0,82,0,0.0,0.0,0.04323948381405149,0.0031620553359683794,0.0031620553359683794,0.26877470355731226,false,false,3,real
289,1416,378,2,502,10,5,455,8,0.0099601593625498,0.004261677784243426,0.023101557433691754,0.0031620553359683794,-0.006798104026581421,0.0,true,false,3,real
924,1416,378,2,1265,13,4,1124,4,0.0031620553359683794,0.0012303276763813882,0.0081021690972502,0.0031620553359683794,0.0,0.0,true,false,3,real
1143,1424,679,2,630,10,4,557,5,0.006349206349206349,0.002471771177352191,0.01621028039233525,0.01380195795217461,0.007452751602968261,4.695233509870004,true,false,5,real
230,1424,679,2,2051,92,32,1772,36,0.015602145294978059,0.011073314228334151,0.021942108216777216,0.01380195795217461,-0.0018001873428034488,0.0,true,false,5,real
1215,1424,679,2,27,7,1,27,3,0.037037037037037035,0.006568145980785116,0.18283465933575843,0.01380195795217461,-0.023235079084862425,0.0,false,false,5,real
421,1424,679,2,6231,248,86,5260,105,0.01380195795217461,0.011190137482328553,0.017012898630470074,0.01380195795217461,0.0,0.0,true,false,5,real
1008,1424,679,2,403,2,0,383,0,0.0,0.0,0.009442151819603907,0.01380195795217461,0.01380195795217461,5.5621890547263675,true,false,5,real
1105,1424,679,2,150,7,0,130,1,0.0,0.0,0.0249702443680766,0.01380195795217461,0.01380195795217461,2.0702936928261915,false,false,5,real
281,1424,679,2,205,16,3,188,4,0.014634146341463415,0.0049891920887999265,0.04213487454178106,0.01380195795217461,-0.0008321883892888054,0.0,true,false,5,real
365,1424,679,2,26,0,0,26,0,0.0,0.0,0.1287289218592153,0.01380195795217461,0.01380195795217461,0.35885090675653986,false,false,5,real
1227,1505,140,3,51,3,1,45,1,0.0196078431372549,0.003469692641060852,0.10304568726144975,,,0.0,false,false,0,real
522,1505,140,3,4,0,0,4,0,0.0,0.0,0.4898908364545973,,,0.0,false,false,0,real
321,1505,140,3,1,0,0,1,0,0.0,0.0,0.7934506856227626,,,0.0,false,false,0,real
146,1582,1698,2,7,0,0,7,0,0.0,0.0,0.3543304350666874,,,0.0,false,false,0,real
893,1615,395,2,197,0,0,172,0,0.0,0.0,0.019126821938311438,,,0.0,false,false,0,real
681,8,1579,3,16,0,0,13,0,0.0,0.0,0.1936076805344365,,,0.0,false,false,0,real
397,8,1579,3,8,0,0,8,0,0.0,0.0,0.32440756488388023,,,0.0,false,false,0,real
1225,8,1579,3,42,0,0,40,0,0.0,0.0,0.08379879086570392,,,0.0,false,false,0,real
70,8,1579,3,120,0,0,114,0,0.0,0.0,0.031019166418703486,,,0.0,false,false,0,real
1230,8,1579,3,149,0,0,139,0,0.0,0.0,0.025133617870009537,,,0.0,false,false,0,real
1297,19,659,4,14,1,0,12,1,0.0,0.0,0.2153108027376358,,,0.0,false,false,0,real
1003,61,140,2,1117,17,3,1031,4,0.0026857654431512983,0.0009138138580423237,0.007866606194450138,0.014865310162208895,0.012179544719057597,13.604551451187335,true,false,2,real
1191,61,140,2,1516,187,41,1306,55,0.02704485488126649,0.019997862654218435,0.03648267241902662,0.014865310162208895,-0.012179544719057595,0.0,true,false,2,real
1253,127,653,3,1524,65,19,1288,24,0.012467191601049869,0.00799579502270348,0.019390200153124898,0.008964564589738721,-0.0035026270113111477,0.0,true,false,6,real
652,127,653,3,101,1,0,96,0,0.0,0.0,0.03664064639985608,0.008964564589738721,0.008964564589738721,0.9054210235636108,false,false,6,real
1333,127,653,3,816,30,5,737,8,0.006127450980392157,0.002620036928728084,0.014263055127392687,0.008964564589738721,0.002837113609346564,2.315084705226796,true,false,6,real
1456,127,653,3,136,5,1,119,2,0.007352941176470588,0.0012991560360958133,0.04047285399552215,0.008964564589738721,0.0016116234132681328,0.21918078420446607,false,false,6,real
1300,127,653,3,552,10,3,503,3,0.005434782608695652,0.0018500021067366446,0.015855512054755275,0.008964564589738721,0.003529781981043069,1.948439653535774,true,false,6,real
661,127,653,3,35,0,0,34,0,0.0,0.0,0.09890099232440402,0.008964564589738721,0.008964564589738721,0.31375976064085526,false,false,6,real
1047,127,653,3,1697,58,18,1421,23,0.01060695344725987,0.006719872674375516,0.016704684984466384,0.008964564589738721,-0.0016423888575211494,0.0,true,false,6,real
884,127,653,3,910,29,10,775,10,0.01098901098901099,0.00597980810592512,0.020109464371886692,0.008964564589738721,-0.002024446399272269,0.0,true,false,6,real
484,127,653,3,1912,49,14,1633,17,0.007322175732217573,0.00436668404584515,0.012253406658473513,0.008964564589738721,0.0016423888575211477,3.1402474955804345,true,false,6,real
1486,140,140,1,58,4,2,53,2,0.034482758620689655,0.00950792833116542,0.11729145464312696,,,0.0,false,false,0,real
540,140,140,1,8,0,0,6,0,0.0,0.0,0.32440756488388023,,,0.0,false,false,0,real
164,140,140,1,3,0,0,3,0,0.0,0.0,0.5614970317550455,,,0.0,false,false,0,real
413,149,140,3,74,3,2,68,2,0.02702702702702703,0.007443352638267215,0.09329292516912502,0.013488179900393641,-0.013538847126633387,0.0,false,false,2,real
628,149,140,3,3537,117,41,2897,50,0.011591744416171897,0.008556387336525076,0.015686849707271938,0.013488179900393641,0.0018964354842217444,6.70769230769231,true,false,2,real
497,149,140,3,585,23,9,500,11,0.015384615384615385,0.008114610022578227,0.02897764714361595,0.013488179900393641,-0.0018964354842217444,0.0,true,false,2,real
1508,209,1532,3,28,1,0,28,0,0.0,0.0,0.12064330476584562,,,0.0,false,false,0,real
831,335,140,3,21,2,0,21,0,0.0,0.0,0.154639018924847,0.0038535645472061657,0.0038535645472061657,0.08092485549132948,false,false,1,real
1298,335,140,3,3114,35,12,2848,15,0.0038535645472061657,0.0022058077774203895,0.006723914656646224,0.0038535645472061657,0.0,0.0,true,false,1,real
1400,335,140,3,84,6,0,81,1,0.0,0.0,0.04373172841465989,0.0038535645472061657,0.0038535645472061657,0.3236994219653179,false,false,1,real
373,340,140,4,1293,35,15,1134,16,0.01160092807424594,0.007042798036664942,0.019052495717645206,0.014409735560301777,0.002808807486055838,3.631788079470198,true,false,2,real
699,340,140,4,27,1,0,25,0,0.0,0.0,0.12455502974186705,0.014409735560301777,0.014409735560301777,0.389062860128148,false,false,2,real
